year,source_page,source_order,wikipedia_title,qid,wikidata_label,release_year,box_office
1970,List_of_American_films_of_1970,146,The Conformist (1970 film),Q1198812,The Conformist,1970,207269000
1970,List_of_American_films_of_1970,173,The Aristocats,Q184701,The Aristocats,1970,191000000
1970,List_of_American_films_of_1970,179,Love Story (1970 film),Q729991,Love Story,1970,173400000
1970,List_of_American_films_of_1970,25,Airport (1970 film),Q409022,Airport,1970,128400000
1970,List_of_American_films_of_1970,15,Patton (film),Q217220,Patton,1970,61800000
1970,List_of_American_films_of_1970,78,Sleeping Beauty (1959 film),Q215617,Sleeping Beauty,1959,51600000
1970,List_of_American_films_of_1970,35,Woodstock (film),Q956288,Woodstock,1970,50000000
1970,List_of_American_films_of_1970,184,Little Big Man (film),Q1132535,Little Big Man,1970,31600000
1970,List_of_American_films_of_1970,66,Beneath the Planet of the Apes,Q469620,Beneath the Planet of the Apes,1970,18999718
1970,List_of_American_films_of_1970,124,Five Easy Pieces,Q1116991,Five Easy Pieces,1970,18099091
1970,List_of_American_films_of_1970,13,The Honeymoon Killers,Q1626875,The Honeymoon Killers,1970,11000000
1970,List_of_American_films_of_1970,87,Kelly's Heroes,Q756920,Kelly's Heroes,1970,5200000
1970,List_of_American_films_of_1970,72,Two Mules for Sister Sara,Q934911,Two Mules for Sister Sara,1970,5050000
1970,List_of_American_films_of_1970,64,Too Late the Hero (film),Q227478,Too Late the Hero,1970,1590000
1970,List_of_American_films_of_1970,60,Borsalino (film),Q894172,Borsalino,1970,1090000
1971,List_of_American_films_of_1971,191,Diamonds Are Forever (film),Q107914,Diamonds Are Forever,1971,115999985
1971,List_of_American_films_of_1971,177,Lady and the Tramp,Q172284,Lady and the Tramp,1955,93933394
1971,List_of_American_films_of_1971,134,The French Connection (film),Q220735,The French Connection,1971,75000000
1971,List_of_American_films_of_1971,189,Dirty Harry,Q110206,Dirty Harry,1971,35988495
1971,List_of_American_films_of_1971,180,A Clockwork Orange (film),Q181086,A Clockwork Orange,1971,26589355
1971,List_of_American_films_of_1971,74,Willard (1971 film),Q1542073,Willard,1971,14545941
1971,List_of_American_films_of_1971,29,Vanishing Point (1971 film),Q586880,Vanishing Point,1971,12442673
1971,List_of_American_films_of_1971,28,The Andromeda Strain (film),Q499036,The Andromeda Strain,1971,12376563
1971,List_of_American_films_of_1971,58,Escape from the Planet of the Apes,Q469639,Escape from the Planet of the Apes,1971,12348905
1971,List_of_American_films_of_1971,48,Bananas (film),Q806092,Bananas,1971,11833696
1971,List_of_American_films_of_1971,95,The Devils (film),Q655996,The Devils,1971,11000000
1971,List_of_American_films_of_1971,140,Play Misty for Me,Q544434,Play Misty for Me,1971,10600000
1971,List_of_American_films_of_1971,80,McCabe & Mrs. Miller,Q1423362,McCabe & Mrs. Miller,1971,8200000
1971,List_of_American_films_of_1971,60,Big Jake,Q858954,Big Jake,1971,7500000
1971,List_of_American_films_of_1971,88,Willy Wonka & the Chocolate Factory,Q936327,Willy Wonka & the Chocolate Factory,1971,4000000
1972,List_of_American_films_of_1972,23,The Godfather,Q47703,The Godfather,1972,270007394
1972,List_of_American_films_of_1972,123,The Poseidon Adventure (1972 film),Q874496,The Poseidon Adventure,1972,125000000
1972,List_of_American_films_of_1972,73,Deliverance,Q814778,Deliverance,1972,46122355
1972,List_of_American_films_of_1972,135,Jeremiah Johnson (film),Q1325034,Jeremiah Johnson,1972,44693786
1972,List_of_American_films_of_1972,9,Cabaret (1972 film),Q918363,Cabaret,1972,41401689
1972,List_of_American_films_of_1972,124,The Getaway (1972 film),Q471864,The Getaway,1972,36734619
1972,List_of_American_films_of_1972,52,Frenzy,Q221587,Frenzy,1972,12600000
1972,List_of_American_films_of_1972,126,The Heartbreak Kid (1972 film),Q1338889,The Heartbreak Kid,1972,12208000
1972,List_of_American_films_of_1972,137,The Sword in the Stone (1963 film),Q204662,The Sword in the Stone,1963,12000000
1972,List_of_American_films_of_1972,59,Conquest of the Planet of the Apes,Q469646,Conquest of the Planet of the Apes,1972,9043472
1972,List_of_American_films_of_1972,19,Pink Flamingos,Q1140590,Pink Flamingos,1972,6000000
1972,List_of_American_films_of_1972,138,Way of the Dragon,Q462409,Way of the Dragon,1972,5307350
1972,List_of_American_films_of_1972,21,Fist of Fury,Q253565,Fist of Fury,1972,4431423
1972,List_of_American_films_of_1972,40,The Other (1972 film),Q1059536,The Other,1972,3500000
1972,List_of_American_films_of_1972,12,Tales from the Crypt (film),Q1615432,Tales from the Crypt,1972,3000000
1973,List_of_American_films_of_1973,202,The Exorcist,Q274167,The Exorcist,1973,441306145
1973,List_of_American_films_of_1973,98,Live and Let Die (film),Q27204,Live and Let Die,1973,161800000
1973,List_of_American_films_of_1973,131,Enter the Dragon,Q331617,Enter the Dragon,1973,90000000
1973,List_of_American_films_of_1973,189,Papillon (1973 film),Q596965,Papillon,1973,53267000
1973,List_of_American_films_of_1973,201,Magnum Force,Q458852,Magnum Force,1973,39768000
1973,List_of_American_films_of_1973,128,Romeo and Juliet (1968 film),Q517265,Romeo and Juliet,1968,38900000
1973,List_of_American_films_of_1973,185,My Name is Nobody,Q964009,My Name is Nobody,1973,35423232
1973,List_of_American_films_of_1973,165,Robin Hood (1973 film),Q19090,Robin Hood,1973,32056467
1973,List_of_American_films_of_1973,70,Paper Moon (film),Q603162,Paper Moon,1973,30933743
1973,List_of_American_films_of_1973,176,Serpico,Q657079,Serpico,1973,29857432
1973,List_of_American_films_of_1973,132,High Plains Drifter,Q906705,High Plains Drifter,1973,15706540
1973,List_of_American_films_of_1973,86,Battle for the Planet of the Apes,Q469654,Battle for the Planet of the Apes,1973,8844595
1973,List_of_American_films_of_1973,61,Soylent Green,Q426196,Soylent Green,1973,3600000
1974,List_of_American_films_of_1974,168,The Towering Inferno,Q372959,The Towering Inferno,1974,203300000
1974,List_of_American_films_of_1974,131,Airport 1975,Q392924,Airport 1975,1974,103000000
1974,List_of_American_films_of_1974,174,The Man with the Golden Gun (film),Q309289,The Man with the Golden Gun,1974,97600000
1974,List_of_American_films_of_1974,169,Young Frankenstein,Q651923,Young Frankenstein,1974,86273333
1974,List_of_American_films_of_1974,151,Earthquake (1974 film),Q500280,Earthquake,1974,79666653
1974,List_of_American_films_of_1974,171,The Godfather Part II,Q184768,The Godfather Part II,1974,47960085
1974,List_of_American_films_of_1974,160,Murder on the Orient Express (1974 film),Q3241699,Murder on the Orient Express,1974,35700000
1974,List_of_American_films_of_1974,86,My Name Is Nobody,Q964009,My Name is Nobody,1973,35423232
1974,List_of_American_films_of_1974,122,The Texas Chain Saw Massacre,Q886597,The Texas Chain Saw Massacre,1974,30860378
1974,List_of_American_films_of_1974,69,Chinatown (1974 film),Q644987,Chinatown,1974,29225935
1974,List_of_American_films_of_1974,90,Death Wish (1974 film),Q841961,Death Wish,1974,22000000
1974,List_of_American_films_of_1974,60,Thunderbolt and Lightfoot,Q1219013,Thunderbolt and Lightfoot,1974,21700000
1974,List_of_American_films_of_1974,124,The Taking of Pelham One Two Three (1974 film),Q633171,The Taking of Pelham One Two Three,1974,18700000
1974,List_of_American_films_of_1974,166,Alice Doesn't Live Here Anymore,Q916431,Alice Doesn't Live Here Anymore,1974,18600000
1974,List_of_American_films_of_1974,154,Beyond the Door (1974 film),Q3667377,Beyond the Door,1974,15000000
1975,List_of_American_films_of_1975,77,Jaws (film),Q189505,Jaws,1975,497170756
1975,List_of_American_films_of_1975,7,Footprints on the Moon (1975 film),Q3828934,Footprints on the Moon,1975,202505676
1975,List_of_American_films_of_1975,151,One Flew Over the Cuckoo's Nest (film),Q171669,One Flew Over the Cuckoo's Nest,1975,109114817
1975,List_of_American_films_of_1975,173,Snow White and the Seven Dwarfs (1937 film),Q134430,Snow White and the Seven Dwarfs,1937,83000000
1975,List_of_American_films_of_1975,120,Dog Day Afternoon,Q458656,Dog Day Afternoon,1975,50000000
1975,List_of_American_films_of_1975,39,"Aloha, Bobby and Rose",Q4734176,"Aloha, Bobby and Rose",1975,35000000
1975,List_of_American_films_of_1975,93,White Line Fever (film),Q3277693,White Line Fever,1975,35000000
1975,List_of_American_films_of_1975,70,Love and Death,Q1218888,Love and Death,1975,20123742
1975,List_of_American_films_of_1975,167,Barry Lyndon,Q471716,Barry Lyndon,1975,20000000
1975,List_of_American_films_of_1975,35,Supervixens,Q1551593,Supervixens,1975,17000000
1975,List_of_American_films_of_1975,168,The Man Who Would Be King (film),Q1042931,The Man Who Would Be King,1975,11000000
1975,List_of_American_films_of_1975,71,Nashville (film),Q1424258,Nashville,1975,9991258
1975,List_of_American_films_of_1975,42,Death Race 2000,Q647870,Death Race 2000,1975,8000000
1975,List_of_American_films_of_1975,109,Picnic at Hanging Rock (film),Q1421747,Picnic at Hanging Rock,1975,5120000
1975,List_of_American_films_of_1975,43,Monty Python and the Holy Grail,Q25043,Monty Python and the Holy Grail,1975,5028948
1976,List_of_American_films_of_1976,139,Rocky,Q188652,Rocky,1976,225000000
1976,List_of_American_films_of_1976,7,Taxi Driver,Q47221,Taxi Driver,1976,117442400
1976,List_of_American_films_of_1976,145,Alice in Wonderland (1976 film),Q1761330,Alice in Wonderland,1976,90000000
1976,List_of_American_films_of_1976,35,All the President's Men (film),Q466781,All the President's Men,1976,70600000
1976,List_of_American_films_of_1976,75,The Omen,Q836298,The Omen,1976,60900000
1976,List_of_American_films_of_1976,156,The Enforcer (1976 film),Q592457,The Enforcer,1976,46236000
1976,List_of_American_films_of_1976,68,Midway (1976 film),Q1708667,Midway,1976,43220000
1976,List_of_American_films_of_1976,131,Carrie (1976 film),Q162672,Carrie,1976,33800000
1976,List_of_American_films_of_1976,73,Murder by Death,Q288098,Murder by Death,1976,32549247
1976,List_of_American_films_of_1976,77,The Outlaw Josey Wales,Q477630,The Outlaw Josey Wales,1976,31800000
1976,List_of_American_films_of_1976,58,A Clockwork Orange (film),Q181086,A Clockwork Orange,1971,26589355
1976,List_of_American_films_of_1976,141,Network (1976 film),Q572165,Network,1976,23690757
1976,List_of_American_films_of_1976,117,Marathon Man (film),Q1195727,Marathon Man,1976,21709020
1976,List_of_American_films_of_1976,152,The Cassandra Crossing,Q706586,The Cassandra Crossing,1976,15300000
1976,List_of_American_films_of_1976,36,Family Plot,Q47296,Family Plot,1976,13200000
1977,List_of_American_films_of_1977,47,Star Wars (film),Q17738,Star Wars: Episode IV – A New Hope,1977,775398007
1977,List_of_American_films_of_1977,123,Close Encounters of the Third Kind,Q320588,Close Encounters of the Third Kind,1977,306889114
1977,List_of_American_films_of_1977,50,Smokey and the Bandit,Q521948,Smokey and the Bandit,1977,300000000
1977,List_of_American_films_of_1977,136,Saturday Night Fever,Q47654,Saturday Night Fever,1977,237100000
1977,List_of_American_films_of_1977,68,The Spy Who Loved Me (film),Q320423,The Spy Who Loved Me,1977,185400000
1977,List_of_American_films_of_1977,63,The Rescuers,Q39722,The Rescuers,1977,169000000
1977,List_of_American_films_of_1977,22,Airport '77,Q1346658,Airport '77,1977,91000000
1977,List_of_American_films_of_1977,58,A Bridge Too Far (film),Q467053,A Bridge Too Far,1977,50750000
1977,List_of_American_films_of_1977,34,Annie Hall,Q233464,Annie Hall,1977,38300000
1977,List_of_American_films_of_1977,139,The Gauntlet (film),Q577306,The Gauntlet,1977,35400000
1977,List_of_American_films_of_1977,143,High Anxiety,Q1449248,High Anxiety,1977,31063038
1977,List_of_American_films_of_1977,14,Slap Shot (film),Q1752478,Slap Shot,1977,28000000
1977,List_of_American_films_of_1977,77,The Hills Have Eyes (1977 film),Q994724,The Hills Have Eyes,1977,25000000
1977,List_of_American_films_of_1977,21,Black Sunday (1977 film),Q1298893,Black Sunday,1977,15769322
1977,List_of_American_films_of_1977,76,Orca (1977 film),Q647316,Orca,1977,14717854
1978,List_of_American_films_of_1978,107,Star Wars (film),Q17738,Star Wars: Episode IV – A New Hope,1977,775398007
1978,List_of_American_films_of_1978,83,Grease (film),Q267721,Grease,1978,395000000
1978,List_of_American_films_of_1978,178,Superman (1978 film),Q213053,Superman,1978,300478449
1978,List_of_American_films_of_1978,84,Jaws 2,Q1199834,Jaws 2,1978,208000000
1978,List_of_American_films_of_1978,79,The Jungle Book (1967 film),Q199839,The Jungle Book,1967,205843612
1978,List_of_American_films_of_1978,109,National Lampoon's Animal House,Q960125,Animal House,1978,141607219
1978,List_of_American_films_of_1978,179,Pinocchio (1940 film),Q4341553,Pinocchio,1940,121892045
1978,List_of_American_films_of_1978,181,Every Which Way but Loose (film),Q1195524,Every Which Way but Loose,1978,85196485
1978,List_of_American_films_of_1978,151,Halloween (1978 film),Q221103,Halloween,1978,70274000
1978,List_of_American_films_of_1978,44,Dawn of the Dead (1978 film),Q219155,Dawn of the Dead,1978,66000000
1978,List_of_American_films_of_1978,1,Coma (1978 film),Q498383,Coma,1978,50000000
1978,List_of_American_films_of_1978,174,The Deer Hunter,Q201674,The Deer Hunter,1978,50000000
1978,List_of_American_films_of_1978,92,Convoy (1978 film),Q510388,Convoy,1978,45000000
1978,List_of_American_films_of_1978,141,Midnight Express (film),Q174699,Midnight Express,1978,35000000
1978,List_of_American_films_of_1978,167,The Lord of the Rings (1978 film),Q378913,The Lord of the Rings,1978,30471420
1979,List_of_American_films_of_1979,104,Star Wars (film),Q17738,Star Wars: Episode IV – A New Hope,1977,775398007
1979,List_of_American_films_of_1979,53,Jaws (film),Q189505,Jaws,1975,497170756
1979,List_of_American_films_of_1979,30,The Exorcist,Q274167,The Exorcist,1973,441306145
1979,List_of_American_films_of_1979,78,Moonraker (film),Q334780,Moonraker,1979,210308099
1979,List_of_American_films_of_1979,160,Star Trek: The Motion Picture,Q107940,Star Trek: The Motion Picture,1979,144000000
1979,List_of_American_films_of_1979,51,Alien (film),Q103569,Alien,1979,106285522
1979,List_of_American_films_of_1979,167,Kramer vs. Kramer,Q193577,Kramer vs. Kramer,1979,106000000
1979,List_of_American_films_of_1979,102,Apocalypse Now,Q182692,Apocalypse Now,1979,92158064
1979,List_of_American_films_of_1979,72,The Muppet Movie,Q1518589,The Muppet Movie,1979,65810475
1979,List_of_American_films_of_1979,96,The Concorde ... Airport '79,Q409064,The Concorde ... Airport '79,1979,65000000
1979,List_of_American_films_of_1979,121,Sleeping Beauty (1959 film),Q215617,Sleeping Beauty,1959,51600000
1979,List_of_American_films_of_1979,69,Escape from Alcatraz (film),Q496316,Escape from Alcatraz,1979,43005351
1979,List_of_American_films_of_1979,63,The In-Laws (1979 film),Q1766888,The In-Laws,1979,38200000
1979,List_of_American_films_of_1979,169,All That Jazz (film),Q1353441,All That Jazz,1979,37823676
1979,List_of_American_films_of_1979,171,The Black Hole (1979 film),Q304029,The Black Hole,1979,35841901
1980,List_of_American_films_of_1980,61,The Empire Strikes Back,Q181795,Star Wars: Episode V – The Empire Strikes Back,1980,547879454
1980,List_of_American_films_of_1980,181,The Aristocats,Q184701,The Aristocats,1970,191000000
1980,List_of_American_films_of_1980,10,2001: A Space Odyssey (film),Q103474,2001: A Space Odyssey,1968,190700000
1980,List_of_American_films_of_1980,80,The Blues Brothers (film),Q109767,The Blues Brothers,1980,115229890
1980,List_of_American_films_of_1980,172,Superman II,Q267672,Superman II,1980,108185706
1980,List_of_American_films_of_1980,26,Lady and the Tramp,Q172284,Lady and the Tramp,1955,93933394
1980,List_of_American_films_of_1980,126,Ordinary People,Q503313,Ordinary People,1980,90000000
1980,List_of_American_films_of_1980,86,Airplane!,Q497256,Airplane!,1980,83453539
1980,List_of_American_films_of_1980,174,Popeye (1980 film),Q941944,Popeye,1980,60000000
1980,List_of_American_films_of_1980,90,The Blue Lagoon (1980 film),Q83767,The Blue Lagoon,1980,58853106
1980,List_of_American_films_of_1980,65,The Shining (film),Q186341,The Shining,1980,47299460
1980,List_of_American_films_of_1980,57,Fame (1980 film),Q1351911,Fame,1980,42000000
1980,List_of_American_films_of_1980,95,Cheech & Chong's Next Movie,Q4423293,Cheech and Chong's Next Movie,1980,41675194
1980,List_of_American_films_of_1980,122,The Gods Must Be Crazy,Q647665,The Gods Must Be Crazy,1980,34000000
1980,List_of_American_films_of_1980,101,Dressed to Kill (1980 film),Q980308,Dressed to Kill,1980,31899000
1981,List_of_American_films_of_1981,36,Star Wars (film),Q17738,Star Wars: Episode IV – A New Hope,1977,775398007
1981,List_of_American_films_of_1981,68,Raiders of the Lost Ark,Q174284,Raiders of the Lost Ark,1981,389900000
1981,List_of_American_films_of_1981,69,The Cannonball Run,Q759359,The Cannonball Run,1981,160000000
1981,List_of_American_films_of_1981,71,Superman II,Q267672,Superman II,1980,108185706
1981,List_of_American_films_of_1981,152,Cinderella (1950 film),Q191753,Cinderella,1950,96383330
1981,List_of_American_films_of_1981,107,Das Boot,Q62730,Das Boot,1981,84970337
1981,List_of_American_films_of_1981,63,Clash of the Titans (1981 film),Q1049545,Clash of the Titans,1981,70000000
1981,List_of_American_films_of_1981,80,The Fox and the Hound,Q40302,The Fox and the Hound,1981,63456988
1981,List_of_American_films_of_1981,156,Chariots of Fire,Q207921,Chariots of Fire,1981,59303359
1981,List_of_American_films_of_1981,138,Time Bandits,Q1426318,Time Bandits,1981,42368025
1981,List_of_American_films_of_1981,155,Sharky's Machine (film),Q1755064,Sharky's Machine,1981,35610100
1981,List_of_American_films_of_1981,82,Endless Love (1981 film),Q388408,Endless Love,1981,32400000
1981,List_of_American_films_of_1981,87,Escape to Victory,Q696122,Escape to Victory,1981,27453418
1981,List_of_American_films_of_1981,79,Escape from New York,Q403033,Escape from New York,1981,25274965
1981,List_of_American_films_of_1981,102,Body Heat,Q472096,Body Heat,1981,24058838
1982,List_of_American_films_of_1982,67,E.T. the Extra-Terrestrial,Q11621,E.T. the Extra-Terrestrial,1982,792910554
1982,List_of_American_films_of_1982,60,Rocky III,Q241504,Rocky III,1982,270000000
1982,List_of_American_films_of_1982,63,Bambi,Q43051,Bambi,1942,267447150
1982,List_of_American_films_of_1982,158,Tootsie,Q221249,Tootsie,1982,177200000
1982,List_of_American_films_of_1982,116,First Blood,Q244963,First Blood,1982,125212904
1982,List_of_American_films_of_1982,66,Star Trek II: The Wrath of Khan,Q465478,Star Trek II: The Wrath of Khan,1982,97000000
1982,List_of_American_films_of_1982,156,Peter Pan (1953 film),Q270470,Peter Pan,1953,87404651
1982,List_of_American_films_of_1982,142,48 Hrs.,Q844887,48 Hrs.,1982,78868508
1982,List_of_American_films_of_1982,34,Fantasia (1940 film),Q943192,Fantasia,1940,76411819
1982,List_of_American_films_of_1982,51,Conan the Barbarian (1982 film),Q309003,Conan the Barbarian,1982,68851475
1982,List_of_American_films_of_1982,144,The Verdict,Q679373,The Verdict,1982,53993738
1982,List_of_American_films_of_1982,143,Gandhi (film),Q202211,Gandhi,1982,52800000
1982,List_of_American_films_of_1982,75,Tron,Q626483,Tron,1982,50000000
1982,List_of_American_films_of_1982,70,Firefox (film),Q1418932,Firefox,1982,46708276
1982,List_of_American_films_of_1982,71,Blade Runner,Q184843,Blade Runner,1982,41722424
1983,List_of_American_films_of_1983,57,Return of the Jedi,Q181803,Star Wars: Episode VI – Return of the Jedi,1983,475100000
1983,List_of_American_films_of_1983,127,Moonraker (film),Q334780,Moonraker,1979,210308099
1983,List_of_American_films_of_1983,63,Octopussy,Q204398,Octopussy,1983,187500000
1983,List_of_American_films_of_1983,154,The Rescuers,Q39722,The Rescuers,1977,169000000
1983,List_of_American_films_of_1983,113,Never Say Never Again,Q180279,Never Say Never Again,1983,160000000
1983,List_of_American_films_of_1983,147,Sudden Impact,Q785461,Sudden Impact,1983,150000000
1983,List_of_American_films_of_1983,73,Jaws 3-D,Q1199837,Jaws 3-D,1983,88000000
1983,List_of_American_films_of_1983,61,WarGames,Q504697,WarGames,1983,79567667
1983,List_of_American_films_of_1983,126,From Russia with Love (film),Q106571,From Russia with Love,1963,78900000
1983,List_of_American_films_of_1983,146,Scarface (1983 film),Q47075,Scarface,1983,65884703
1983,List_of_American_films_of_1983,76,National Lampoon's Vacation,Q1219310,National Lampoon's Vacation,1983,61399552
1983,List_of_American_films_of_1983,64,Superman III,Q528095,Superman III,1983,59950623
1983,List_of_American_films_of_1983,107,The Big Chill (film),Q1198794,The Big Chill,1983,56399659
1983,List_of_American_films_of_1983,32,Monty Python's The Meaning of Life,Q24980,Monty Python's The Meaning of Life,1983,42700000
1983,List_of_American_films_of_1983,49,Blue Thunder,Q1171141,Blue Thunder,1983,42313354
1984,List_of_American_films_of_1984,55,Indiana Jones and the Temple of Doom,Q179215,Indiana Jones and the Temple of Doom,1984,333100000
1984,List_of_American_films_of_1984,153,Beverly Hills Cop,Q722267,Beverly Hills Cop,1984,316360478
1984,List_of_American_films_of_1984,60,Ghostbusters,Q108745,Ghostbusters,1984,295200000
1984,List_of_American_films_of_1984,61,Gremlins,Q241958,Gremlins,1984,212900000
1984,List_of_American_films_of_1984,78,The Jungle Book (1967 film),Q199839,The Jungle Book,1967,205843612
1984,List_of_American_films_of_1984,27,Police Academy (film),Q1248429,Police Academy,1984,149800000
1984,List_of_American_films_of_1984,171,Pinocchio (1940 film),Q4341553,Pinocchio,1940,121892045
1984,List_of_American_films_of_1984,105,Amadeus (film),Q190956,Amadeus,1984,90000000
